"happy","goodlife","satfin","degree","realinc","age","sex","polviews"
1,NA,1,0,13563,66,"male",2
1,NA,2,0,2411,29,"female",NA
1,NA,3,0,2411,59,"female",NA
2,NA,1,0,9042,61,"female",2
2,NA,3,0,6631,25,"female",4
1,NA,1,1,16577,26,"female",3
1,NA,2,0,19591,53,"male",3
2,NA,3,0,603,46,"female",4
2,NA,2,1,10850,31,"male",2
3,NA,3,1,9042,28,"female",7
3,NA,3,0,6631,55,"male",7
2,NA,1,0,5425,80,"female",6
3,NA,3,1,2411,26,"male",1
2,NA,2,0,NA,38,"male",4
1,NA,1,0,16577,68,"male",2
1,NA,1,0,6631,84,"female",2
3,NA,2,1,13563,21,"female",3
1,NA,3,0,4220,89,"female",NA
2,NA,1,0,10850,63,"male",5
2,NA,1,1,7836,20,"female",4
1,NA,3,0,5425,60,"male",3
2,NA,3,0,9042,41,"female",4
2,NA,2,1,NA,35,"male",2
1,NA,2,1,25619,23,"female",NA
2,NA,2,1,NA,36,"male",2
2,NA,2,0,51237,47,"male",NA
1,NA,2,1,16577,39,"female",NA
1,NA,2,1,16577,22,"female",NA
1,NA,2,1,25619,23,"female",NA
3,NA,3,0,2411,54,"female",2
1,NA,1,0,9042,29,"male",NA
1,NA,1,3,51237,64,"male",2
2,NA,2,NA,10850,89,"female",NA
2,NA,1,0,NA,46,"male",2
2,NA,3,0,6631,43,"female",NA
2,NA,3,0,NA,39,"female",2
2,NA,3,0,NA,31,"female",2
2,NA,1,0,36167,19,"male",4
2,NA,3,1,22605,61,"female",4
2,NA,3,1,7836,32,"female",6
3,NA,1,1,43152.8415,39,"male",4
3,NA,3,0,10850,54,"female",4
2,NA,3,0,10850,62,"male",5
3,NA,3,1,6631,23,"female",4
2,NA,3,1,603,28,"female",NA
2,NA,1,0,25619,54,"male",4
2,NA,3,1,603,24,"male",2
2,NA,2,0,603,37,"female",7
2,NA,2,0,6631,60,"female",2
3,NA,2,0,51237,52,"male",4
2,NA,2,0,13563,56,"female",6
3,NA,3,0,9042,29,"male",5
1,NA,3,1,NA,52,"female",4
2,NA,3,1,13563,21,"male",4
2,NA,3,1,13563,43,"male",5
2,NA,2,3,51237,38,"male",3
3,NA,3,1,NA,36,"male",2
2,NA,2,1,36167,36,"female",3
NA,NA,NA,NA,NA,NA,"male",NA
1,NA,2,1,43152.8415,37,"female",2
2,NA,2,0,NA,74,"female",4
1,NA,3,0,NA,89,"female",NA
2,NA,3,1,16577,45,"male",1
2,NA,3,1,51237,47,"male",2
2,NA,3,1,36167,45,"female",3
3,NA,3,1,22605,38,"female",NA
2,NA,2,0,36167,34,"female",5
2,NA,1,3,90722,47,"male",3
1,NA,2,3,NA,50,"female",5
NA,NA,NA,1,NA,71,"male",5
2,NA,2,1,36167,51,"male",2
2,NA,3,4,90722,63,"male",1
1,NA,3,0,36167,22,"male",1
3,NA,2,2,36167,25,"female",4
1,NA,2,0,13563,70,"male",6
2,NA,2,4,51237,31,"female",3
1,NA,2,0,NA,37,"female",NA
2,NA,1,3,90722,27,"female",5
3,NA,1,1,36167,28,"male",4
1,NA,3,1,7836,26,"female",7
2,NA,3,0,10850,29,"female",3
3,NA,3,3,51237,34,"female",3
3,NA,1,0,19591,32,"male",1
3,NA,3,0,25619,54,"male",1
2,NA,3,1,5425,54,"male",1
2,NA,2,1,13563,79,"female",5
2,NA,1,0,NA,NA,"female",NA
3,NA,2,0,22605,43,"male",5
3,NA,3,0,4220,76,"female",7
2,NA,2,1,5425,26,"female",4
2,NA,1,1,19591,38,"male",6
3,NA,3,1,7836,26,"female",2
2,NA,2,1,22605,30,"female",4
2,NA,3,1,16577,40,"female",4
2,NA,1,1,90722,34,"female",NA
1,NA,1,4,36167,50,"female",3
2,NA,2,4,43152.8415,52,"female",2
2,NA,2,4,36167,52,"male",4
2,NA,2,3,19591,53,"female",6
2,NA,2,0,13563,46,"male",6
2,NA,2,1,5425,26,"female",2
2,NA,1,0,4220,79,"female",NA
3,NA,2,1,2411,23,"female",4
2,NA,2,0,6631,53,"female",4
2,NA,2,0,NA,19,"male",NA
3,NA,1,0,4220,67,"female",4
1,NA,3,0,5425,84,"male",NA
2,NA,3,0,9042,54,"female",NA
2,NA,3,0,2411,71,"female",2
2,NA,2,0,5425,59,"female",NA
2,NA,2,0,NA,NA,"female",NA
2,NA,3,0,4220,75,"female",3
2,NA,2,1,10850,33,"male",NA
2,NA,2,0,4220,73,"female",2
2,NA,2,0,2411,83,"female",NA
2,NA,2,0,NA,18,"male",2
2,NA,2,0,16577,56,"female",NA
2,NA,1,1,22605,34,"female",6
1,NA,2,0,22605,56,"male",NA
1,NA,3,1,NA,51,"female",2
2,NA,3,0,4220,29,"female",4
1,NA,3,1,6631,61,"female",3
3,NA,3,2,19591,28,"female",3
2,NA,1,1,13563,63,"male",3
2,NA,3,1,36167,30,"female",4
1,NA,2,0,5425,68,"male",4
2,NA,3,0,10850,49,"male",4
1,NA,2,1,NA,56,"female",4
2,NA,2,0,36167,19,"female",6
3,NA,3,0,NA,68,"female",4
2,NA,3,3,13563,62,"male",2
2,NA,1,1,43152.8415,49,"female",4
2,NA,3,4,13563,66,"female",5
2,NA,3,1,10850,50,"female",5
1,NA,2,1,36167,53,"male",4
2,NA,1,0,NA,69,"female",7
2,NA,3,4,NA,48,"female",3
1,NA,3,4,NA,49,"female",3
2,NA,2,4,9042,77,"male",2
2,NA,2,1,4220,65,"female",4
2,NA,2,1,NA,19,"female",4
1,NA,3,1,51237,36,"female",4
1,NA,2,4,13563,71,"female",4
2,NA,3,0,22605,43,"male",4
1,NA,3,1,6631,54,"female",4
2,NA,3,1,51237,23,"male",4
2,NA,3,1,7836,29,"female",4
2,NA,2,1,10850,34,"female",4
2,NA,1,1,43152.8415,25,"male",5
3,NA,3,1,7836,43,"female",2
2,NA,3,0,7836,35,"male",3
2,NA,3,0,6631,42,"female",4
2,NA,3,0,2411,36,"female",NA
3,NA,3,1,9042,29,"female",3
2,NA,2,0,2411,60,"female",6
1,NA,1,0,2411,71,"female",4
2,NA,2,0,4220,51,"female",3
3,NA,3,0,19591,27,"female",6
2,NA,NA,1,13563,50,"female",4
2,NA,2,1,7836,29,"male",4
2,NA,3,3,6631,41,"female",3
2,NA,2,0,7836,54,"male",4
2,NA,3,0,7836,35,"male",6
2,NA,1,3,22605,35,"male",6
2,NA,3,0,7836,26,"female",4
1,NA,2,0,51237,62,"female",4
3,NA,2,0,6631,78,"female",4
3,NA,3,1,19591,68,"male",3
2,NA,3,1,36167,27,"male",3
2,NA,3,0,36167,20,"male",5
2,NA,3,4,51237,48,"male",2
2,NA,3,1,36167,32,"male",2
2,NA,1,0,5425,60,"female",3
3,NA,3,1,16577,27,"female",4
1,NA,2,0,36167,37,"female",5
2,NA,2,0,13563,72,"male",5
3,NA,1,0,6631,57,"female",1
2,NA,2,0,7836,54,"female",5
3,NA,3,1,13563,31,"male",2
2,NA,1,0,36167,85,"female",2
3,NA,3,1,19591,58,"female",4
2,NA,3,1,4220,47,"female",3
2,NA,3,1,90722,24,"male",3
1,NA,2,0,603,76,"female",NA
1,NA,3,1,5425,37,"female",5
3,NA,1,1,7836,23,"male",6
1,NA,NA,1,25619,23,"male",6
2,NA,3,0,603,26,"female",5
3,NA,3,1,2411,22,"female",2
2,NA,3,0,6631,62,"female",5
2,NA,2,1,16577,29,"male",4
3,NA,2,1,10850,20,"female",3
3,NA,2,1,NA,34,"female",4
2,NA,3,1,603,35,"female",NA
2,NA,3,3,19591,37,"female",2
2,NA,2,4,36167,35,"female",3
3,NA,3,0,4220,56,"female",2
2,NA,3,1,16577,38,"female",3
2,NA,3,1,19591,29,"male",2
NA,NA,NA,1,NA,32,"male",NA
2,NA,3,0,36167,53,"female",4
2,NA,2,2,19591,49,"female",2
1,NA,2,1,NA,60,"female",2
2,NA,3,0,NA,27,"male",NA
2,NA,3,1,16577,21,"male",2
2,NA,1,0,6631,70,"male",3
2,NA,3,1,13563,37,"female",6
2,NA,2,0,13563,55,"female",6
3,NA,3,1,16577,36,"female",4
2,NA,3,1,36167,63,"male",4
3,NA,1,1,16577,27,"male",4
3,NA,3,1,9042,27,"female",4
2,NA,2,1,13563,80,"male",2
1,NA,2,1,36167,32,"female",2
3,NA,3,1,51237,27,"female",4
2,NA,2,1,25619,25,"female",4
3,NA,3,1,2411,23,"female",4
2,NA,2,0,5425,71,"female",4
2,NA,3,2,25619,37,"female",2
1,NA,2,1,2411,24,"female",2
1,NA,2,0,16577,57,"female",2
1,NA,1,0,16577,48,"male",4
2,NA,3,0,19591,42,"male",4
1,NA,3,0,2411,51,"female",2
2,NA,2,0,51237,49,"male",4
2,NA,3,NA,603,32,"female",4
3,NA,3,0,603,54,"female",6
2,NA,2,1,16577,56,"female",4
2,NA,3,1,2411,22,"female",6
2,NA,3,1,4220,27,"male",3
2,NA,3,1,43152.8415,45,"male",1
1,NA,2,1,43152.8415,20,"female",4
1,NA,2,1,43152.8415,38,"male",1
2,NA,3,1,6631,21,"female",5
3,NA,3,1,36167,37,"female",4
3,NA,3,1,4220,31,"male",3
2,NA,3,1,10850,27,"female",1
1,NA,3,1,36167,40,"male",4
2,NA,2,1,4220,25,"female",4
2,NA,3,1,16577,26,"female",2
3,NA,3,0,6248,24,"female",4
2,NA,3,1,40682.8935,55,"female",NA
2,NA,2,1,NA,54,"male",4
1,NA,2,1,34078,28,"male",5
2,NA,2,1,10223,59,"female",NA
2,NA,1,0,34078,56,"male",4
1,NA,2,1,24139,38,"female",NA
2,NA,2,1,6248,38,"female",4
1,NA,2,1,34078,32,"female",NA
1,NA,1,1,NA,47,"male",6
1,NA,2,1,34078,46,"female",NA
2,NA,2,2,NA,23,"male",3
2,NA,2,1,40682.8935,60,"female",NA
2,NA,2,1,NA,60,"male",NA
1,NA,2,0,NA,67,"female",NA
2,NA,3,1,48277,22,"female",NA
3,NA,2,1,18459,56,"female",4
2,NA,2,0,34078,36,"male",4
1,NA,2,1,34078,34,"male",5
1,NA,2,1,34078,35,"female",NA
2,NA,2,4,24139,56,"female",6
2,NA,2,1,NA,37,"female",NA
1,NA,1,3,NA,40,"female",5
1,NA,1,1,18459,63,"female",NA
2,NA,1,3,NA,61,"male",4
2,NA,1,3,NA,44,"female",NA
2,NA,3,1,34078,28,"female",NA
2,NA,2,3,NA,56,"female",NA
1,NA,1,1,NA,20,"male",NA
2,NA,3,1,48277,22,"female",2
2,NA,3,1,2272,39,"female",2
1,NA,1,3,NA,66,"male",4
2,NA,3,1,34078,48,"female",2
2,NA,2,1,34078,47,"female",NA
1,NA,3,1,2272,32,"female",4
3,NA,3,0,21299,44,"male",NA
3,NA,3,0,6248,58,"male",2
3,NA,3,0,NA,58,"female",5
2,NA,3,1,12779,23,"female",NA
2,NA,2,0,10223,73,"female",4
2,NA,3,1,15619,37,"female",4
1,NA,2,2,34078,33,"female",NA
2,NA,3,0,5112,75,"female",4
2,NA,2,0,24139,70,"female",NA
2,NA,1,4,34078,37,"male",2
3,NA,2,1,48277,52,"male",NA
2,NA,3,1,NA,46,"female",4
2,NA,2,0,10223,77,"female",4
2,NA,1,0,12779,76,"female",6
2,NA,3,1,18459,60,"female",NA
1,NA,2,4,48277,38,"female",NA
2,NA,3,0,3976,41,"female",1
2,NA,2,0,8520,42,"male",NA
2,NA,2,1,34078,35,"female",NA
3,NA,3,0,34078,35,"female",NA
2,NA,1,1,10223,34,"female",2
3,NA,3,1,12779,25,"female",NA
3,NA,3,1,10223,57,"female",5
2,NA,1,1,10223,34,"female",NA
2,NA,2,0,21299,34,"female",4
2,NA,2,3,48277,36,"male",NA
2,NA,1,3,34078,27,"male",2
2,NA,3,0,NA,71,"female",NA
2,NA,2,1,10223,69,"female",NA
2,NA,2,1,34078,61,"female",3
2,NA,1,1,40682.8935,64,"female",NA
2,NA,2,1,34078,33,"male",1
3,NA,1,1,48277,54,"male",NA
2,NA,2,2,48277,38,"male",2
2,NA,2,4,48277,57,"female",NA
2,NA,2,1,34078,40,"male",4
1,NA,2,2,48277,64,"male",NA
3,NA,2,3,48277,50,"female",4
2,NA,3,0,8520,25,"female",NA
3,NA,3,0,NA,21,"female",5
2,NA,1,0,21299,59,"female",NA
2,NA,2,0,18459,39,"male",5
1,NA,2,1,34078,58,"female",NA
2,NA,3,1,12779,38,"female",4
1,NA,2,0,40682.8935,62,"male",NA
1,NA,3,3,40682.8935,45,"female",6
1,NA,1,1,NA,70,"male",4
2,NA,2,2,40682.8935,32,"male",2
3,NA,2,1,40682.8935,40,"female",NA
2,NA,3,1,6248,34,"male",6
2,NA,3,1,NA,25,"female",NA
2,NA,3,3,NA,26,"female",4
3,NA,2,1,24139,26,"female",NA
2,NA,3,1,34078,33,"female",5
2,NA,1,0,NA,77,"male",NA
2,NA,3,2,NA,58,"female",NA
2,NA,3,1,10223,34,"female",NA
1,NA,2,2,NA,31,"male",2
3,NA,1,0,5112,83,"female",NA
2,NA,3,2,40682.8935,26,"male",4
3,NA,3,1,34078,36,"male",NA
NA,NA,3,1,18459,58,"male",NA
1,NA,2,1,15619,67,"male",3
2,NA,1,0,15619,77,"male",NA
1,NA,3,1,15619,25,"female",4
2,NA,2,1,18459,28,"female",NA
3,NA,3,1,15619,65,"female",NA
2,NA,3,3,24139,28,"male",4
2,NA,2,0,NA,34,"female",NA
2,NA,1,4,NA,81,"male",6
3,NA,3,1,12779,34,"female",NA
3,NA,3,1,18459,35,"female",4
2,NA,3,1,48277,34,"male",4
NA,NA,1,1,15619,26,"male",NA
2,NA,2,3,48277,37,"female",1
2,NA,3,0,12779,58,"female",NA
3,NA,2,3,48277,52,"male",7
2,NA,3,3,48277,27,"female",NA
3,NA,3,1,48277,44,"male",3
2,NA,1,1,15619,81,"female",NA
1,NA,1,3,NA,70,"female",4
3,NA,1,1,NA,57,"female",NA
2,NA,1,3,NA,78,"male",5
1,NA,1,4,NA,49,"female",NA
1,NA,2,3,24139,78,"male",6
2,NA,3,1,15619,31,"male",4
2,NA,3,1,34078,56,"male",4
2,NA,2,0,34078,51,"female",NA
3,NA,1,1,24139,56,"male",4
1,NA,1,2,NA,26,"female",5
2,NA,1,1,NA,48,"female",NA
1,NA,3,0,6248,48,"female",4
2,NA,3,0,48277,57,"male",3
3,NA,1,0,NA,73,"male",NA
2,NA,2,0,NA,61,"female",NA
3,NA,3,0,7384,66,"male",1
3,NA,3,0,5112,60,"female",NA
2,NA,2,1,34078,38,"female",NA
1,NA,1,1,34078,37,"male",1
1,NA,2,1,12779,50,"female",NA
2,NA,3,1,2272,30,"male",4
2,NA,2,1,3976,55,"male",NA
2,NA,2,1,10223,22,"female",NA
2,NA,2,1,18459,29,"male",4
1,NA,2,1,8520,28,"female",NA
3,NA,2,0,5112,86,"female",NA
2,NA,3,0,10223,68,"male",NA
2,NA,2,1,34078,61,"male",NA
2,NA,3,1,7384,62,"female",NA
1,NA,1,1,34078,40,"female",4
2,NA,1,0,48277,60,"female",NA
2,NA,2,1,24139,60,"female",4
3,NA,3,1,2272,58,"female",NA
3,NA,3,1,5112,81,"female",NA
1,NA,3,1,NA,25,"female",5
1,NA,1,3,48277,72,"female",NA
2,NA,1,0,10223,76,"female",NA
2,NA,1,1,40682.8935,58,"male",4
1,NA,2,1,40682.8935,28,"female",NA
2,NA,3,0,48277,23,"male",2
2,NA,2,1,34078,47,"male",NA
2,NA,2,1,15619,25,"male",4
2,NA,3,1,15619,27,"female",NA
1,NA,2,2,12779,82,"male",7
1,NA,2,1,48277,38,"male",NA
1,NA,3,2,40682.8935,30,"female",NA
2,NA,3,1,34078,26,"female",4
2,NA,3,1,12779,37,"female",NA
NA,NA,NA,0,NA,89,"female",NA
2,NA,3,0,8520,64,"female",NA
2,NA,3,1,5112,65,"female",6
3,NA,1,0,24139,56,"female",NA
1,NA,2,1,18459,27,"female",6
2,NA,3,0,3976,48,"female",NA
2,NA,2,0,NA,22,"male",4
3,NA,3,0,6248,52,"male",NA
1,NA,1,1,15619,31,"female",3
2,NA,2,0,24139,27,"male",NA
2,NA,3,1,24139,37,"female",NA
2,NA,1,3,18459,25,"male",3
1,NA,2,3,NA,25,"female",NA
2,NA,3,3,21299,23,"female",4
1,NA,2,1,NA,70,"female",NA
1,NA,1,1,NA,70,"male",6
2,NA,1,3,NA,35,"female",NA
2,NA,1,1,NA,60,"male",6
2,NA,3,0,12779,46,"female",3
2,NA,3,1,24139,27,"male",NA
3,NA,1,3,48277,37,"male",4
3,NA,3,1,40682.8935,26,"male",4
2,NA,2,1,6248,69,"female",4
1,NA,2,1,34078,61,"female",NA
1,NA,2,1,21299,65,"male",4
2,NA,3,1,21299,46,"female",NA
2,NA,3,3,NA,31,"male",3
1,NA,1,1,NA,58,"female",NA
2,NA,3,0,8520,45,"female",4
1,NA,3,1,12779,28,"female",NA
2,NA,2,1,24139,41,"male",3
3,NA,2,0,21299,82,"female",6
2,NA,3,1,2272,38,"male",4
2,NA,3,1,21299,59,"female",NA
2,NA,2,1,34078,28,"female",NA
2,NA,3,0,7384,56,"male",5
NA,NA,2,1,12779,26,"female",NA
2,NA,2,3,24139,48,"female",5
1,NA,3,3,7384,23,"male",NA
2,NA,3,0,34078,33,"male",3
2,NA,1,3,NA,29,"female",NA
3,NA,3,0,10223,36,"male",4
2,NA,2,1,NA,59,"male",NA
1,NA,3,1,12779,40,"female",NA
1,NA,3,1,34078,56,"male",NA
1,NA,1,3,NA,30,"female",NA
2,NA,2,1,21299,30,"male",4
2,NA,1,1,24139,25,"female",NA
2,NA,3,1,15619,28,"male",5
2,NA,2,1,48277,45,"female",NA
1,NA,2,0,NA,69,"female",NA
2,NA,2,2,34078,32,"male",3
3,NA,2,1,NA,61,"female",1
2,NA,1,4,NA,38,"male",4
1,NA,1,1,NA,49,"female",NA
2,NA,2,1,34078,41,"female",5
2,NA,2,1,34078,24,"male",NA
2,NA,2,1,NA,50,"male",4
2,NA,1,1,48277,46,"female",NA
3,NA,2,0,40682.8935,21,"female",2
2,NA,2,1,6248,70,"male",NA
1,NA,1,0,NA,76,"male",NA
2,NA,2,3,18459,32,"female",NA
2,NA,3,0,3976,82,"female",3
2,NA,3,0,2272,28,"female",NA
2,NA,2,1,40682.8935,36,"male",3
1,NA,2,1,48277,50,"female",6
2,NA,2,0,8520,60,"female",6
2,NA,2,1,10223,54,"female",NA
3,NA,2,1,18459,24,"male",4
3,NA,2,3,12779,41,"female",NA
2,NA,2,1,48277,43,"male",4
2,NA,1,3,48277,64,"female",NA
3,NA,1,1,NA,59,"male",4
2,NA,1,1,NA,60,"female",NA
2,NA,2,4,NA,53,"male",5
2,NA,1,1,48277,64,"male",NA
2,NA,3,0,21299,19,"male",4
2,NA,2,1,34078,58,"female",NA
3,NA,3,0,12779,30,"male",4
1,NA,3,1,5112,44,"female",NA
2,NA,1,0,NA,79,"female",NA
1,NA,2,1,34078,37,"female",NA
2,NA,2,3,48277,30,"male",4
1,NA,2,1,24139,35,"female",NA
2,NA,1,0,NA,79,"female",6
3,NA,2,1,21299,63,"male",4
2,NA,3,1,NA,37,"male",NA
1,NA,1,1,34078,60,"male",6
2,NA,3,3,24139,24,"male",NA
3,NA,1,1,24139,29,"female",NA
3,NA,3,3,18459,33,"female",NA
2,NA,1,1,24139,62,"female",NA
2,NA,3,3,21299,35,"female",NA
2,NA,2,0,8520,23,"female",2
2,NA,2,1,NA,33,"male",NA
2,NA,2,3,10223,26,"female",2
2,NA,1,1,10223,55,"female",NA
2,NA,2,1,34078,40,"female",NA
1,NA,2,3,21299,28,"male",5
2,NA,2,1,40682.8935,36,"female",NA
1,NA,2,1,15619,72,"male",4
1,NA,3,1,34078,51,"female",NA
1,NA,2,3,21299,23,"male",NA
2,NA,3,3,24139,31,"female",3
2,NA,1,3,24139,68,"female",NA
2,NA,1,1,18459,59,"female",NA
2,NA,3,1,48277,46,"female",NA
1,NA,2,3,NA,30,"male",5
1,NA,1,2,NA,45,"female",NA
2,NA,2,4,NA,54,"male",5
2,NA,1,3,NA,24,"female",NA
2,NA,2,1,NA,81,"female",4
1,NA,1,1,NA,43,"female",NA
1,NA,1,1,NA,58,"male",6
2,NA,2,0,8520,67,"female",NA
2,NA,2,0,12779,56,"male",NA
2,NA,2,1,12779,27,"male",5
2,NA,3,0,15619,29,"female",NA
1,NA,1,0,8520,78,"female",4
1,NA,1,2,8520,21,"female",5
2,NA,2,1,18459,24,"male",NA
1,NA,2,1,10223,21,"male",3
2,NA,2,1,34078,34,"male",NA
1,NA,2,3,48277,31,"male",3
2,NA,1,0,40682.8935,31,"female",NA
1,NA,1,1,21299,25,"female",NA
1,NA,2,1,34078,19,"female",NA
2,NA,3,1,12779,41,"female",3
1,NA,3,1,34078,62,"male",4
2,NA,3,1,7384,58,"male",4
2,NA,1,1,34078,35,"male",NA
2,NA,1,3,34078,67,"male",5
2,NA,2,3,3976,23,"female",NA
2,NA,1,3,48277,35,"male",NA
1,NA,1,1,NA,58,"male",5
3,NA,3,3,12779,34,"female",NA
3,NA,3,1,21299,23,"female",3
2,NA,3,1,21299,24,"male",NA
2,NA,1,4,34078,38,"female",3
1,NA,2,1,NA,27,"female",NA
2,NA,3,1,48277,43,"female",NA
2,NA,2,1,34078,28,"male",5
1,NA,2,1,6248,22,"female",NA
3,NA,3,0,10223,65,"male",5
3,NA,3,0,34078,41,"male",1
2,NA,3,1,18459,31,"male",NA
2,NA,3,1,34078,44,"male",4
NA,NA,3,1,12779,67,"male",2
1,NA,2,2,15619,27,"female",NA
2,NA,2,1,18459,37,"female",6
1,NA,2,1,NA,69,"female",6
1,NA,2,0,48277,65,"male",NA
NA,NA,3,1,40682.8935,38,"male",7
NA,NA,1,1,34078,22,"female",3
2,NA,3,0,5112,58,"female",4
1,NA,1,4,34078,62,"female",NA
1,NA,1,1,12779,34,"male",4
2,NA,2,1,18459,70,"female",4
2,NA,3,1,34078,44,"male",NA
2,NA,2,0,NA,27,"female",4
2,NA,2,1,NA,36,"male",NA
1,NA,3,1,NA,23,"female",3
1,NA,2,1,NA,63,"female",NA
1,NA,1,4,12779,81,"female",4
3,NA,2,1,NA,42,"female",NA
3,NA,3,1,24139,32,"female",NA
2,NA,2,1,21299,26,"female",NA
1,NA,1,1,8520,25,"female",NA
3,NA,3,1,3976,27,"female",NA
1,NA,3,1,3976,58,"female",4
2,NA,1,3,24139,70,"female",NA
2,NA,2,1,24139,29,"female",NA
1,NA,1,1,34078,43,"female",NA
2,NA,2,1,NA,51,"female",NA
2,NA,2,1,15619,25,"female",6
2,NA,3,0,21299,32,"male",NA
1,NA,2,3,NA,30,"male",2
1,NA,2,1,12779,36,"male",NA
1,NA,1,0,15619,51,"female",NA
3,NA,3,1,12779,58,"female",NA
2,NA,3,1,40682.8935,20,"male",4
1,NA,1,1,48277,47,"female",5
1,NA,1,1,3976,83,"female",6
2,NA,1,1,34078,71,"female",NA
2,NA,2,0,5112,26,"male",3
3,NA,3,0,12779,18,"female",NA
1,NA,1,1,40682.8935,33,"female",NA
3,NA,3,0,8520,38,"female",4
3,NA,3,0,3976,47,"female",NA
1,NA,1,1,34078,25,"male",4
2,NA,2,2,2272,30,"female",6
2,NA,2,1,10223,48,"female",NA
2,NA,2,1,12779,71,"male",6
1,NA,3,0,10223,37,"female",NA
2,NA,3,1,34078,35,"female",NA
2,NA,1,1,48277,39,"male",NA
1,NA,2,0,10223,84,"male",4
2,NA,3,1,18459,26,"female",NA
1,NA,3,0,12779,37,"male",4
1,NA,3,1,NA,76,"female",NA
3,NA,NA,0,6248,74,"female",NA
2,NA,3,1,24139,31,"female",NA
2,NA,1,1,48277,42,"female",NA
1,NA,2,1,15619,34,"female",4
2,NA,2,2,21299,31,"female",3
1,NA,2,0,21299,70,"female",NA
1,NA,1,0,NA,53,"female",NA
2,NA,2,1,21299,42,"female",NA
3,NA,3,1,34078,28,"female",2
2,NA,2,1,34078,46,"male",2
1,NA,1,4,24139,57,"female",5
3,NA,1,0,5112,73,"female",NA
2,NA,3,0,18459,37,"male",3
2,NA,2,0,34078,28,"male",5
2,NA,2,0,18459,19,"female",NA
2,NA,3,0,18459,51,"male",4
2,NA,1,1,NA,45,"male",4
2,NA,2,1,40682.8935,31,"male",4
2,NA,3,3,5112,27,"male",NA
2,NA,3,1,40682.8935,45,"female",4
2,NA,2,3,7384,75,"female",NA
NA,NA,3,1,18459,22,"male",4
1,NA,3,1,8520,66,"female",NA
1,NA,2,3,34078,33,"female",6
2,NA,3,0,568,70,"female",NA
2,NA,2,1,34078,53,"male",4
2,NA,2,1,34078,44,"female",5
1,NA,1,1,34078,65,"female",4
1,NA,2,1,NA,60,"male",6
2,NA,2,1,40682.8935,21,"female",NA
2,NA,1,1,40682.8935,58,"female",NA
3,NA,NA,1,NA,50,"female",6
2,NA,2,1,NA,52,"female",3
2,NA,1,1,48277,33,"female",NA
2,NA,2,1,34078,21,"male",NA
2,NA,2,0,NA,29,"female",NA
3,NA,3,0,12779,31,"female",NA
1,NA,3,0,40682.8935,37,"male",NA
2,NA,1,0,6248,79,"female",4
1,NA,3,1,18459,26,"female",NA
1,NA,1,0,12779,69,"male",6
2,NA,1,3,568,81,"female",NA
2,NA,1,4,18459,36,"male",3
3,NA,3,0,21299,25,"female",NA
1,NA,1,0,48277,57,"male",6
3,NA,3,1,34078,34,"male",4
1,NA,3,0,48277,56,"male",NA
3,NA,3,1,18459,35,"male",1
1,NA,1,0,NA,18,"male",NA
2,NA,3,1,34078,31,"female",3
3,NA,3,0,12779,37,"female",NA
1,NA,3,1,40682.8935,37,"male",4
1,NA,2,0,568,84,"female",NA
3,NA,1,0,40682.8935,55,"male",6
2,NA,3,0,10223,24,"female",NA
2,NA,2,1,24139,34,"male",4
3,NA,2,1,18459,56,"female",4
1,NA,3,1,34078,35,"female",3
2,NA,2,1,15619,69,"female",NA
3,NA,3,3,15619,25,"female",5
1,NA,3,1,NA,34,"female",3
1,NA,2,3,NA,47,"male",6
1,NA,2,1,18459,68,"female",NA
2,NA,1,0,34078,48,"female",3
2,NA,2,1,34078,28,"female",NA
1,NA,1,1,NA,53,"female",NA
2,NA,3,4,34078,40,"male",4
1,NA,1,3,5112,78,"female",NA
2,NA,2,0,10223,82,"female",NA
2,NA,3,1,7384,31,"female",3
2,NA,2,1,34078,31,"female",NA
3,NA,3,0,12779,23,"male",NA
2,NA,3,1,40682.8935,47,"female",NA
2,NA,3,1,6248,26,"male",5
2,NA,2,1,NA,NA,"female",NA
1,NA,2,1,12779,27,"female",4
2,NA,2,4,40682.8935,30,"female",NA
2,NA,2,3,48277,57,"male",4
3,NA,2,3,34078,53,"female",4
2,NA,3,4,NA,54,"female",NA
1,NA,3,1,2272,23,"female",2
NA,NA,3,1,5112,28,"male",NA
2,NA,3,3,6248,33,"male",2
2,NA,2,3,40682.8935,31,"male",4
2,NA,3,1,3976,26,"male",NA
1,NA,2,1,6248,57,"female",5
2,NA,1,1,34078,35,"male",2
1,NA,2,3,15619,31,"female",NA
2,NA,1,4,48277,45,"male",NA
2,NA,2,1,3976,19,"male",NA
2,NA,2,1,40682.8935,31,"female",4
3,NA,3,0,34078,38,"male",NA
2,NA,2,1,2272,73,"female",6
1,NA,2,0,2272,19,"female",NA
1,NA,1,4,34078,38,"female",2
3,NA,1,1,48277,36,"female",NA
2,NA,2,3,18459,41,"female",5
1,NA,3,0,2272,73,"female",NA
1,NA,3,1,48277,46,"male",5
2,NA,2,0,21299,54,"female",NA
3,NA,3,3,NA,38,"male",5
3,NA,2,1,40682.8935,53,"female",NA
2,NA,1,1,48277,53,"male",4
1,NA,1,0,24139,75,"female",NA
1,NA,2,0,34078,42,"male",4
3,NA,3,1,5112,36,"male",NA
1,NA,3,1,48277,38,"male",1
1,NA,3,1,34078,38,"female",3
1,NA,2,3,24139,26,"female",NA
