"happy","goodlife","satfin","degree","realinc","age","sex","polviews"
2,3,3,1,11637.5,71,"female",7
3,2,3,1,13475,32,"female",4
2,NA,2,1,22050,43,"female",4
3,2,3,0,245,28,"female",NA
2,4,3,1,7962.5,46,"female",4
2,2,2,0,NA,49,"female",NA
3,NA,2,1,26950,75,"female",4
2,NA,2,1,11637.5,54,"female",4
3,2,3,0,980,52,"female",7
1,1,2,1,18375,21,"male",2
2,4,1,4,9187.5,32,"male",4
2,2,3,1,18375,36,"female",6
1,3,1,1,10412.5,80,"female",4
1,3,3,1,40425,54,"female",4
2,4,1,0,4410,63,"male",1
3,2,1,1,11637.5,53,"male",6
3,4,3,0,5512.5,62,"female",1
3,NA,3,0,18375,61,"female",6
1,4,1,1,15925,75,"female",4
1,NA,3,1,NA,65,"male",4
1,NA,1,1,49000,70,"female",6
2,1,1,0,3185,78,"male",4
1,NA,1,1,58800,35,"female",5
2,2,1,2,40425,70,"male",6
1,NA,2,1,26950,32,"female",4
1,4,2,1,NA,78,"male",5
1,NA,2,1,10412.5,86,"female",4
1,3,1,1,40425,59,"male",4
3,NA,3,1,NA,27,"male",4
1,4,2,1,NA,60,"male",5
2,3,2,1,2695,23,"female",4
3,2,1,1,15925,61,"male",4
2,NA,3,1,4410,65,"male",4
1,4,2,1,40425,51,"male",4
1,NA,2,1,33075,38,"male",4
1,NA,1,3,33075,39,"male",6
3,5,3,1,5512.5,25,"female",4
2,NA,2,1,18375,33,"male",NA
2,4,2,3,13475,30,"male",5
2,NA,2,1,33075,30,"male",6
2,NA,2,3,18375,36,"male",6
2,NA,3,1,7962.5,35,"male",4
1,5,3,1,5512.5,23,"female",NA
2,NA,1,3,40425,27,"male",1
2,NA,1,0,13475,75,"male",7
2,2,2,3,13475,31,"female",4
2,NA,3,3,13475,41,"female",6
2,3,2,1,33075,71,"male",5
2,NA,2,0,NA,80,"female",6
2,1,3,1,15925,33,"female",NA
2,NA,1,1,22050,37,"male",2
2,2,1,4,40425,44,"male",5
2,3,2,3,5512.5,33,"female",6
1,2,1,1,22050,45,"female",NA
2,2,2,1,33075,25,"female",4
2,NA,2,3,18375,26,"female",2
2,3,3,1,22050,36,"male",4
2,2,1,0,33075,86,"male",4
1,4,3,1,13475,72,"female",4
3,4,3,2,9187.5,36,"female",4
3,5,3,0,4410,64,"male",2
2,3,1,1,33075,49,"female",3
2,3,2,1,5512.5,87,"female",4
1,1,2,0,NA,52,"female",6
2,2,2,1,1715,24,"female",4
2,2,1,1,NA,61,"male",5
2,NA,2,1,18375,32,"female",2
1,2,2,1,49000,42,"male",5
2,3,1,0,5512.5,89,"female",4
1,2,2,1,58800,59,"female",7
1,2,2,0,22050,73,"male",4
1,2,1,1,NA,70,"female",NA
1,NA,1,1,33075,48,"male",4
2,4,3,1,6737.5,21,"female",4
2,3,2,1,11637.5,26,"female",4
2,NA,1,1,9187.5,74,"female",6
2,2,2,1,5512.5,68,"male",4
1,NA,1,3,15925,69,"female",2
1,3,2,1,13475,59,"female",3
1,NA,1,1,40425,56,"male",2
2,3,2,4,40425,60,"male",1
1,NA,3,1,22050,54,"female",4
2,2,2,1,7962.5,34,"female",4
1,NA,2,1,26950,35,"female",6
1,2,1,3,33075,61,"female",7
2,4,1,4,33075,79,"male",3
2,NA,2,1,13475,78,"female",4
2,2,2,1,33075,33,"female",5
1,2,1,1,7962.5,39,"male",4
2,1,2,2,5512.5,36,"male",1
2,NA,2,1,9187.5,32,"female",4
2,4,3,1,18375,74,"female",4
2,3,1,1,18375,61,"female",5
2,3,2,3,26950,29,"male",4
1,NA,1,3,58800,32,"male",6
2,2,3,1,11637.5,32,"female",4
1,1,1,1,40425,29,"female",3
2,NA,1,4,33075,46,"female",3
2,2,2,1,10412.5,28,"female",4
3,4,1,3,40425,47,"male",7
3,4,3,1,15925,26,"male",3
1,NA,2,1,15925,79,"female",6
2,5,3,3,22050,39,"female",6
1,4,2,1,13475,79,"female",4
2,2,1,2,NA,57,"female",4
3,3,3,1,3675,49,"male",4
1,NA,1,3,10412.5,82,"female",6
1,4,2,1,NA,55,"male",7
3,4,3,1,26950,51,"male",1
2,NA,3,1,11637.5,73,"male",3
2,2,3,3,10412.5,78,"male",6
1,NA,1,4,NA,60,"female",3
1,2,1,1,NA,62,"male",4
2,2,1,2,NA,65,"female",5
3,2,2,1,10412.5,44,"female",2
1,2,2,0,980,20,"female",2
2,2,3,0,13475,62,"female",4
2,NA,2,1,10412.5,55,"male",2
2,NA,1,4,26950,71,"male",5
2,NA,NA,1,NA,71,"male",4
1,4,1,3,26950,33,"female",4
2,NA,2,0,11637.5,56,"female",6
1,3,1,2,58800,44,"female",6
3,4,3,2,10412.5,51,"female",4
1,NA,2,0,6737.5,64,"male",4
1,2,3,1,68600,76,"male",5
3,4,3,1,NA,54,"male",4
2,5,2,2,68600,56,"female",4
1,2,2,1,NA,89,"male",7
1,1,2,1,49000,36,"female",4
2,NA,2,4,26950,87,"female",4
2,1,2,1,9187.5,44,"female",2
2,4,2,1,58800,26,"male",4
1,2,1,3,22050,25,"female",5
3,2,3,0,11637.5,60,"female",6
2,NA,1,1,NA,47,"female",3
2,3,2,0,4410,74,"female",4
3,NA,3,3,13475,28,"female",4
2,5,2,0,5512.5,54,"female",3
2,3,1,4,49000,66,"female",3
3,4,3,0,3675,66,"male",3
2,2,2,1,980,31,"female",4
1,NA,3,1,13475,44,"male",6
2,3,2,1,13475,45,"male",6
2,3,2,1,7962.5,51,"male",2
1,2,2,1,10412.5,61,"male",4
2,1,2,1,13475,23,"male",1
1,NA,3,1,11637.5,33,"male",1
1,4,1,0,NA,77,"male",NA
2,NA,3,2,10412.5,28,"male",3
1,5,3,1,7962.5,55,"female",NA
1,NA,3,1,26950,56,"male",5
2,2,2,0,11637.5,29,"male",2
3,3,3,1,49000,19,"female",5
2,4,3,1,13475,61,"female",6
1,NA,2,0,1715,31,"male",NA
1,2,2,0,5512.5,25,"female",2
1,NA,1,1,22050,68,"male",4
2,2,3,1,6737.5,62,"female",5
2,4,2,3,NA,56,"male",6
3,3,3,1,1715,52,"female",4
2,NA,1,1,9187.5,39,"female",7
2,2,2,0,10412.5,57,"female",4
2,NA,3,1,5512.5,65,"female",NA
2,2,3,1,9187.5,24,"female",NA
2,3,2,0,3675,43,"female",2
2,NA,2,1,NA,23,"male",1
2,4,2,0,13475,57,"female",4
2,3,2,0,980,39,"female",4
2,NA,1,0,2205,21,"female",2
3,NA,3,0,9187.5,67,"female",NA
1,NA,2,1,6737.5,66,"female",4
2,1,1,1,NA,23,"female",6
3,1,3,1,15925,41,"female",1
3,NA,3,1,49000,48,"female",6
NA,4,NA,3,NA,41,"female",4
3,1,3,0,5512.5,61,"male",4
2,NA,2,1,10412.5,56,"female",4
2,2,1,2,6737.5,34,"female",5
2,NA,2,1,33075,56,"male",2
1,3,2,1,40425,47,"male",6
2,2,1,0,11637.5,44,"female",6
2,5,3,1,10412.5,30,"male",3
2,2,1,0,2205,73,"male",4
NA,NA,NA,0,NA,81,"female",NA
3,NA,1,4,33075,70,"female",6
2,2,2,1,33075,33,"male",NA
1,2,2,2,58800,21,"female",4
2,NA,1,1,26950,39,"male",4
2,3,1,4,15925,65,"male",2
1,2,2,3,49000,34,"male",6
1,5,3,0,15925,73,"female",4
2,4,1,2,40425,32,"female",4
2,4,1,1,5512.5,44,"female",3
2,2,1,1,5512.5,66,"male",4
2,2,2,1,980,30,"female",6
2,NA,3,1,1715,31,"female",4
3,4,2,1,7962.5,21,"male",1
2,2,2,1,40425,50,"male",4
2,4,2,1,15925,49,"female",3
2,2,1,1,10412.5,71,"male",4
2,1,2,1,NA,53,"male",NA
1,3,1,3,40425,58,"female",5
3,3,3,3,9187.5,40,"male",3
1,NA,2,3,33075,45,"female",2
2,5,3,2,22050,62,"female",3
1,2,1,2,18375,28,"female",4
2,4,1,2,NA,74,"male",6
1,4,2,1,33075,60,"male",4
2,2,2,3,22050,42,"male",2
2,1,2,4,NA,36,"female",5
2,NA,2,4,40425,50,"female",4
2,3,1,3,33075,63,"male",2
2,4,2,1,NA,20,"female",NA
1,2,1,1,18375,71,"male",4
2,NA,3,1,4410,50,"male",4
2,NA,2,1,2695,23,"female",4
2,3,1,4,40425,65,"female",2
2,4,2,0,6737.5,60,"male",4
2,2,1,0,9187.5,69,"female",7
2,2,3,0,NA,78,"male",6
3,NA,2,0,245,25,"female",3
1,2,2,3,9187.5,61,"female",2
3,1,3,1,245,53,"female",4
1,NA,2,1,49000,48,"male",4
2,3,2,1,9187.5,37,"female",5
2,2,2,1,245,22,"male",4
1,2,2,3,39022.5,53,"male",6
1,1,1,3,NA,26,"female",5
3,NA,3,1,21285,59,"male",5
1,4,1,3,NA,56,"female",4
1,3,1,3,NA,74,"female",4
2,NA,2,3,NA,56,"female",5
2,5,3,1,NA,63,"male",6
1,5,2,4,39022.5,34,"male",4
3,4,3,0,7686.25,37,"female",4
1,2,2,2,47300,30,"female",3
2,NA,2,0,5321.25,43,"female",6
3,NA,2,0,5321.25,56,"male",4
2,NA,3,0,8868.75,69,"male",3
2,NA,3,1,11233.75,40,"female",3
2,4,1,1,13007.5,25,"female",4
2,5,2,1,31927.5,56,"male",6
2,2,3,1,39022.5,51,"female",7
2,2,1,1,NA,46,"male",4
2,2,2,0,13007.5,51,"male",3
1,1,2,0,3547.5,39,"female",4
1,NA,3,1,11233.75,30,"female",4
1,2,3,0,NA,36,"female",6
2,2,2,1,5321.25,42,"female",4
2,2,3,1,15372.5,38,"male",2
2,5,2,1,15372.5,38,"female",2
3,2,3,4,236.5,28,"female",4
2,NA,2,1,11233.75,35,"male",4
2,1,2,3,56760,57,"male",6
3,2,2,1,NA,50,"male",3
3,5,3,3,21285,54,"male",1
2,NA,3,3,47300,NA,"female",6
2,NA,1,3,39022.5,61,"female",5
2,NA,1,3,NA,54,"female",4
3,1,1,3,NA,47,"male",4
3,2,2,1,26015,53,"male",4
1,2,3,1,NA,37,"female",1
1,NA,2,0,31927.5,38,"female",3
1,4,2,1,47300,31,"male",4
2,3,2,0,15372.5,69,"female",4
2,2,1,3,NA,35,"male",2
1,NA,1,3,NA,61,"female",4
2,NA,3,2,26015,80,"male",5
3,NA,2,0,NA,59,"male",NA
2,3,2,1,NA,26,"male",1
2,1,2,3,56760,50,"female",2
2,5,3,1,21285,43,"female",2
2,NA,2,2,26015,30,"male",6
2,NA,1,1,47300,59,"male",4
2,NA,2,4,56760,32,"female",4
1,NA,1,1,17737.5,32,"male",3
3,4,2,4,NA,52,"female",3
2,1,1,3,47300,42,"male",1
2,2,3,2,39022.5,29,"male",2
2,1,1,1,31927.5,81,"female",4
2,NA,1,4,NA,51,"male",5
1,NA,2,3,3074.5,24,"female",2
3,1,3,1,5321.25,63,"female",5
2,2,2,4,39022.5,44,"female",3
1,3,2,3,47300,56,"female",6
1,3,2,3,NA,43,"female",4
2,3,3,4,10051.25,51,"male",5
2,2,3,3,11233.75,32,"female",2
1,3,1,4,NA,47,"female",2
2,2,1,4,47300,47,"female",4
2,NA,1,4,NA,34,"male",5
1,4,1,4,NA,69,"male",2
1,2,1,3,NA,65,"female",7
2,1,2,4,NA,57,"male",6
2,1,3,3,39022.5,24,"male",5
3,4,3,1,NA,32,"male",4
2,2,3,2,13007.5,51,"male",4
2,2,1,4,NA,66,"female",2
2,1,3,3,47300,51,"female",5
1,2,2,3,NA,27,"male",3
2,3,1,4,NA,39,"female",2
3,2,2,4,NA,41,"female",6
1,4,2,3,NA,54,"male",4
2,3,1,3,NA,58,"female",3
3,2,3,1,15372.5,43,"male",NA
3,NA,3,0,11233.75,55,"female",6
2,2,2,0,5321.25,51,"male",1
2,2,2,0,236.5,40,"female",2
2,2,3,1,1655.5,35,"female",4
3,NA,1,0,236.5,43,"male",NA
2,2,3,0,7686.25,36,"female",4
2,3,3,0,5321.25,30,"female",4
1,2,1,0,1655.5,56,"male",4
1,2,2,3,47300,41,"male",4
1,NA,2,1,26015,25,"male",4
1,3,2,2,26015,48,"female",NA
2,2,1,2,66220,45,"male",4
2,NA,2,1,10051.25,72,"female",4
1,2,2,3,66220,27,"female",3
1,5,3,0,15372.5,24,"female",4
3,3,3,1,10051.25,40,"female",4
2,NA,1,2,21285,26,"female",5
3,NA,3,1,6503.75,28,"female",4
3,3,3,1,17737.5,37,"female",6
3,2,3,4,NA,NA,"female",4
1,5,3,0,NA,62,"male",7
2,2,2,1,47300,43,"female",1
2,3,2,4,39022.5,32,"male",2
2,2,3,1,13007.5,65,"female",6
2,2,2,3,21285,32,"female",4
2,NA,2,4,NA,51,"male",4
1,4,2,3,47300,41,"male",4
2,2,2,3,47300,81,"male",7
1,4,3,3,31927.5,74,"female",5
2,4,3,4,NA,42,"male",5
1,3,2,3,NA,45,"male",6
1,NA,3,3,56760,23,"male",3
2,2,2,1,10051.25,26,"male",4
3,NA,2,1,47300,29,"female",6
2,1,2,1,17737.5,28,"male",4
2,NA,2,3,8868.75,60,"female",4
2,2,2,4,26015,35,"female",4
3,3,2,3,66220,38,"female",2
2,NA,2,3,39022.5,30,"male",2
1,NA,1,4,66220,44,"male",2
3,NA,3,3,13007.5,58,"female",2
1,2,3,3,4257,41,"male",2
2,2,1,4,21285,61,"female",5
1,2,3,3,13007.5,56,"female",3
1,2,2,4,26015,79,"female",4
2,2,2,1,31927.5,32,"male",4
3,NA,2,4,13007.5,68,"female",4
2,1,1,1,56760,89,"female",2
2,2,2,4,NA,38,"male",4
2,NA,2,2,13007.5,29,"female",4
2,NA,2,4,66220,77,"male",3
2,1,3,1,31927.5,47,"male",2
1,2,3,3,NA,53,"male",5
2,NA,2,1,47300,54,"female",4
1,1,1,4,39022.5,64,"female",2
1,5,3,3,NA,62,"female",4
2,NA,2,4,31927.5,30,"female",3
1,NA,1,4,NA,61,"male",7
2,NA,3,3,6503.75,63,"male",1
1,NA,2,4,66220,41,"male",4
2,NA,2,3,56760,57,"female",5
2,2,2,1,15372.5,29,"female",6
1,3,3,4,47300,40,"male",6
2,2,1,1,56760,21,"male",4
2,2,2,1,31927.5,55,"male",5
2,5,3,1,NA,81,"female",6
1,2,2,4,66220,38,"female",4
1,2,3,1,15372.5,37,"male",3
1,3,2,4,56760,45,"female",2
2,2,2,3,26015,37,"female",4
2,3,2,4,NA,55,"male",4
2,2,1,3,26015,74,"female",4
3,3,1,3,NA,84,"female",4
3,5,3,1,13007.5,54,"male",4
2,NA,2,1,NA,23,"male",4
2,2,3,0,7686.25,25,"female",3
2,3,2,1,7686.25,81,"female",2
2,NA,2,2,47300,48,"male",4
3,NA,3,1,7686.25,46,"male",7
3,3,3,0,13007.5,51,"male",5
2,4,2,2,8868.75,86,"female",4
1,2,1,0,26015,54,"male",2
1,4,1,2,39022.5,45,"female",2
2,1,1,4,39022.5,75,"female",2
2,2,3,1,17737.5,23,"male",3
1,3,1,1,31927.5,63,"female",6
1,3,2,1,5321.25,82,"female",4
3,NA,3,2,NA,50,"female",4
2,2,3,4,15372.5,83,"male",5
1,1,1,4,NA,67,"male",2
2,4,2,1,31927.5,84,"female",4
3,4,3,3,6503.75,59,"female",2
2,2,2,4,39022.5,45,"female",2
1,2,2,2,31927.5,55,"male",6
3,NA,3,4,3074.5,62,"female",5
2,NA,2,1,5321.25,77,"female",4
2,NA,2,3,56760,46,"male",2
1,1,1,1,31927.5,59,"male",4
2,2,1,1,13007.5,20,"female",3
2,2,3,4,15372.5,63,"male",2
1,NA,3,4,13007.5,71,"female",5
2,2,2,1,26015,37,"male",2
1,2,2,0,17737.5,27,"female",3
2,2,2,1,26015,26,"female",4
1,NA,2,1,21285,46,"male",2
3,NA,2,0,39022.5,56,"female",5
3,2,3,1,15372.5,45,"female",4
2,1,2,1,21285,62,"male",4
2,3,1,1,NA,24,"male",6
2,NA,3,3,31927.5,48,"male",3
3,4,2,1,21285,31,"male",4
3,2,2,3,31927.5,37,"male",3
1,3,3,1,10051.25,35,"female",4
1,1,1,1,17737.5,26,"female",2
1,2,2,0,3074.5,54,"female",4
2,5,3,1,13007.5,36,"female",2
2,4,2,1,5321.25,79,"female",4
3,3,3,0,5321.25,78,"female",6
3,2,2,1,11233.75,27,"male",2
2,3,2,1,NA,20,"female",5
2,1,2,1,47300,41,"male",NA
3,2,3,1,17737.5,63,"male",6
3,3,3,1,13007.5,25,"male",4
2,1,2,1,5321.25,32,"female",4
2,NA,3,0,4257,34,"female",4
2,NA,3,3,39022.5,46,"male",3
2,3,2,0,17737.5,50,"male",5
2,NA,2,1,17737.5,34,"female",2
3,3,3,0,2601.5,22,"female",4
2,2,2,0,15372.5,35,"male",5
2,1,1,0,11233.75,41,"female",5
1,NA,3,0,11233.75,53,"female",2
2,NA,3,0,8868.75,54,"female",5
NA,2,3,1,NA,50,"female",NA
2,1,2,1,21285,38,"female",4
2,2,2,0,17737.5,35,"female",4
1,1,2,1,5321.25,19,"male",4
1,2,3,0,NA,56,"male",6
1,2,1,1,NA,46,"male",4
3,1,3,0,13007.5,68,"female",4
2,NA,2,1,26015,41,"female",3
1,1,1,0,NA,29,"male",5
2,4,3,1,10051.25,61,"female",4
3,NA,3,1,26015,56,"male",4
3,4,3,1,11233.75,33,"female",4
1,1,1,3,21285,24,"female",3
2,2,2,1,NA,69,"male",3
2,NA,1,4,NA,61,"male",2
2,2,2,1,4257,78,"female",4
1,NA,1,1,5321.25,43,"male",4
2,4,3,0,1655.5,52,"male",NA
2,4,3,1,946,59,"male",2
2,1,1,4,NA,69,"male",2
1,1,2,2,39022.5,37,"male",2
1,1,2,3,66220,41,"female",2
1,NA,2,3,946,59,"female",2
2,4,2,1,8868.75,23,"female",4
1,2,1,1,56760,19,"male",4
2,NA,2,3,13007.5,30,"female",2
2,NA,2,0,NA,75,"female",6
3,NA,3,0,NA,46,"female",5
2,NA,3,1,26015,19,"male",4
2,2,2,4,NA,51,"female",4
1,1,1,4,66220,61,"female",4
2,2,2,1,31927.5,45,"female",4
2,2,2,0,26015,58,"male",4
3,2,2,0,NA,79,"female",5
1,3,2,3,10051.25,75,"female",5
1,NA,1,1,8868.75,89,"male",7
2,NA,2,1,10051.25,41,"female",4
1,NA,3,3,NA,32,"male",3
2,2,2,3,47300,58,"female",5
1,NA,1,3,26015,72,"male",6
2,NA,1,2,31927.5,66,"female",NA
2,4,2,1,5321.25,21,"female",3
2,2,2,1,NA,45,"female",4
2,2,2,1,31927.5,58,"male",4
3,4,3,1,31927.5,50,"female",4
2,2,3,4,236.5,55,"female",2
1,4,1,2,NA,43,"male",3
2,2,3,1,15372.5,31,"female",4
2,2,2,1,15372.5,30,"female",4
2,NA,2,0,6503.75,42,"female",5
2,3,2,0,11233.75,25,"female",3
3,NA,3,0,NA,59,"female",4
2,NA,2,0,17737.5,80,"female",4
2,4,3,1,7686.25,58,"female",5
1,1,2,0,1655.5,40,"female",1
3,NA,3,4,21285,78,"male",4
3,3,3,1,2601.5,78,"female",4
1,2,2,4,NA,46,"female",5
2,4,2,2,47300,43,"male",4
1,NA,2,3,47300,81,"male",6
2,NA,2,3,NA,63,"female",5
3,2,3,1,21285,48,"male",4
1,NA,2,1,31927.5,48,"female",4
1,3,3,1,39022.5,57,"male",5
2,NA,1,1,8868.75,29,"female",2
3,2,3,1,NA,30,"female",2
2,2,3,3,21285,29,"female",3
1,NA,2,2,31927.5,50,"female",4
1,2,3,0,NA,61,"female",3
2,2,3,1,31927.5,30,"male",2
2,NA,2,4,39022.5,32,"male",4
2,2,1,0,236.5,18,"female",5
2,NA,1,4,21285,85,"female",1
2,2,2,1,4257,51,"male",4
3,NA,3,1,13007.5,26,"female",4
2,2,2,3,66220,38,"male",5
1,1,2,0,39022.5,39,"female",5
2,NA,2,1,47300,20,"male",6
2,NA,1,1,39022.5,39,"female",6
2,NA,1,1,66220,57,"female",4
3,NA,3,1,NA,87,"female",4
1,3,1,0,21285,81,"female",4
2,2,2,1,26015,31,"male",4
1,2,1,3,39022.5,61,"female",6
2,3,3,1,21285,31,"female",3
2,2,2,1,26015,61,"male",7
2,2,3,1,26015,39,"female",4
2,2,1,3,NA,84,"male",4
1,NA,1,3,NA,54,"female",4
1,2,2,1,21285,26,"male",2
1,NA,1,4,NA,84,"female",5
1,1,1,3,NA,60,"male",2
2,1,2,3,47300,43,"female",5
3,NA,3,3,26015,65,"male",2
1,NA,1,4,NA,34,"female",4
3,2,1,0,NA,78,"female",2
3,2,2,1,10051.25,85,"female",4
3,4,3,0,7686.25,73,"female",6
2,NA,2,1,15372.5,25,"female",4
1,1,1,4,NA,30,"female",3
2,3,2,1,31927.5,46,"female",4
2,2,3,1,17737.5,28,"female",1
2,2,2,1,13007.5,40,"female",5
2,2,2,1,3547.5,25,"male",2
1,NA,2,3,21285,55,"male",5
2,2,1,0,13007.5,19,"female",3
2,2,1,0,5321.25,31,"female",7
2,3,2,1,13007.5,33,"male",4
2,2,2,3,66220,27,"male",3
1,2,1,3,56760,62,"male",6
2,3,1,4,56760,70,"female",2
2,3,2,3,NA,58,"male",4
2,4,1,2,31927.5,54,"female",4
2,2,2,1,NA,50,"female",4
3,NA,2,1,26015,36,"female",3
2,2,3,1,21285,34,"female",3
2,NA,2,1,39022.5,19,"female",4
2,2,2,1,NA,39,"female",NA
2,NA,2,1,39022.5,66,"male",3
2,4,2,4,39022.5,73,"female",1
2,2,1,1,21285,53,"female",4
1,2,2,3,31927.5,41,"male",4
3,2,3,3,236.5,35,"male",2
2,2,3,2,5321.25,23,"female",2
3,1,2,0,10051.25,74,"female",4
1,2,2,0,21285,36,"female",5
2,NA,2,1,2601.5,23,"male",6
2,NA,3,4,39022.5,64,"female",7
2,1,3,1,1655.5,39,"female",3
1,1,1,4,NA,82,"male",2
2,2,2,3,NA,50,"male",2
1,NA,1,3,31927.5,74,"male",2
2,NA,2,3,NA,45,"female",4
2,4,3,0,47300,47,"male",5
2,NA,2,1,13007.5,69,"female",4
2,4,2,1,56760,36,"male",6
2,2,2,1,66220,38,"male",4
1,1,1,4,66220,42,"female",2
2,4,2,4,66220,70,"male",6
2,4,1,3,56760,70,"male",6
1,NA,2,1,47300,53,"female",3
2,3,2,1,31927.5,65,"male",4
2,NA,2,3,39022.5,29,"male",4
2,1,3,1,236.5,28,"male",2
1,2,3,1,NA,63,"male",4
2,5,2,1,31927.5,35,"female",NA
2,NA,3,0,2601.5,35,"female",4
2,4,3,4,47300,50,"female",2
2,2,1,1,26015,57,"female",5
1,NA,2,1,NA,40,"male",3
2,4,3,1,31927.5,32,"female",1
1,1,1,3,NA,30,"female",6
2,2,2,3,39022.5,30,"female",5
2,NA,2,3,NA,49,"male",6
1,3,1,1,39022.5,58,"female",4
2,2,1,3,NA,24,"female",4
1,NA,1,3,NA,49,"female",4
2,3,NA,1,NA,66,"male",NA
2,2,2,3,31927.5,43,"male",4
2,2,1,4,NA,67,"male",4
1,4,1,3,NA,69,"female",6
2,1,2,1,39022.5,65,"male",5
1,NA,1,1,NA,52,"male",6
2,1,1,3,NA,63,"male",2
3,NA,2,1,NA,60,"male",2
2,2,1,1,NA,20,"female",4
1,4,1,3,NA,49,"male",5
1,NA,2,4,66220,36,"female",4
2,NA,3,1,NA,23,"male",7
2,2,1,0,NA,19,"male",4
3,NA,3,4,56760,57,"male",4
1,2,2,0,11233.75,33,"female",5
3,2,2,0,NA,39,"male",NA
2,NA,2,1,26015,33,"male",2
2,2,3,2,15372.5,38,"female",4
3,5,3,1,39022.5,57,"female",5
3,4,3,1,1655.5,23,"male",3
2,1,3,1,13007.5,46,"female",3
3,4,3,1,236.5,23,"female",6
1,2,2,1,39022.5,55,"male",2
2,NA,2,2,17737.5,22,"female",2
2,4,3,4,13007.5,70,"female",2
2,2,3,2,39022.5,27,"male",4
2,2,2,3,39022.5,58,"female",4
2,NA,2,1,26015,55,"female",2
2,2,3,4,39022.5,36,"female",4
2,NA,2,1,NA,65,"female",4
1,NA,1,3,66220,64,"female",2
3,1,3,1,17737.5,41,"female",4
2,2,2,1,47300,58,"male",6
2,2,1,1,NA,52,"female",7
3,4,2,4,26015,63,"female",1
1,2,1,3,NA,70,"male",1
2,2,1,4,NA,63,"male",3
1,NA,2,3,66220,31,"female",5
2,2,1,4,NA,88,"male",2
2,3,2,4,NA,60,"female",4
2,3,1,3,NA,34,"female",3
2,2,2,4,NA,35,"male",3
2,NA,2,1,15372.5,72,"female",6
2,NA,1,1,13007.5,77,"female",7
2,2,3,1,31927.5,49,"male",3
3,2,3,3,21285,38,"female",5
2,3,1,3,56760,40,"female",4
3,2,2,3,47300,37,"female",3
1,NA,1,3,47300,35,"female",3
2,NA,2,1,21285,62,"female",4
1,1,1,1,39022.5,32,"male",4
2,4,3,3,26015,70,"male",6
2,3,3,3,13007.5,44,"male",3
2,2,2,4,NA,60,"male",4
2,NA,1,4,NA,57,"female",3
3,NA,3,4,47300,55,"male",5
1,NA,2,1,47300,39,"male",5
1,2,3,3,17737.5,52,"male",4
1,1,2,1,4257,22,"female",6
2,3,3,0,11233.75,42,"male",4
2,2,3,3,39022.5,25,"male",4
1,1,3,1,7686.25,42,"female",NA
3,2,3,0,21285,46,"female",4
2,2,2,1,21285,89,"female",3
1,NA,2,0,66220,18,"female",3
1,NA,1,1,NA,41,"male",4
1,1,1,4,NA,56,"male",6
1,3,2,1,66220,45,"male",4
1,3,1,3,17737.5,25,"female",2
1,1,1,3,26015,24,"male",3
2,NA,2,4,31927.5,25,"female",3
2,2,2,3,21285,66,"female",2
1,NA,1,4,39022.5,36,"male",4
2,NA,2,1,31927.5,65,"male",2
1,NA,2,4,66220,44,"male",5
2,4,2,1,10051.25,78,"male",3
2,1,1,4,NA,59,"male",3
1,NA,1,3,NA,65,"male",2
1,2,2,3,NA,41,"female",4
2,3,2,4,NA,60,"female",2
1,2,1,3,39022.5,50,"male",2
2,NA,3,3,6503.75,66,"male",2
2,3,3,2,6503.75,65,"male",5
2,NA,2,4,NA,31,"male",4
2,NA,1,4,31927.5,32,"male",1
2,NA,1,3,39022.5,28,"male",3
1,NA,2,1,7686.25,29,"female",4
1,1,1,4,NA,71,"male",6
1,2,1,3,NA,44,"female",NA
2,4,3,1,15372.5,31,"male",NA
2,4,3,1,6503.75,65,"male",4
2,2,2,3,31927.5,72,"male",5
2,NA,2,4,47300,45,"female",4
1,4,3,0,3074.5,19,"male",NA
2,NA,2,0,NA,23,"male",NA
2,1,1,1,2128.5,55,"male",4
3,NA,3,1,4257,74,"female",5
2,NA,3,1,5321.25,60,"male",2
2,2,1,0,1655.5,38,"male",5
2,4,2,1,5321.25,75,"male",4
2,5,2,2,10051.25,55,"female",4
1,NA,2,3,13007.5,28,"male",4
3,NA,1,0,26015,75,"male",4
2,3,2,1,13007.5,28,"female",4
2,NA,2,1,66220,24,"female",4
2,NA,3,2,3074.5,53,"female",3
2,4,3,2,39022.5,40,"female",4
2,NA,3,3,39022.5,55,"female",4
1,2,2,1,NA,70,"male",5
2,2,2,3,56760,52,"female",3
2,NA,2,1,47300,63,"male",6
2,2,1,3,NA,69,"female",4
1,3,1,3,NA,38,"male",5
3,4,3,3,13007.5,63,"male",NA
3,NA,3,4,5321.25,43,"male",5
2,NA,2,0,31927.5,31,"male",5
2,2,1,4,66220,60,"female",3
2,2,1,3,66220,59,"male",4
1,3,2,4,NA,54,"female",3
1,2,2,4,NA,38,"male",2
2,2,1,4,NA,47,"female",3
2,2,2,3,NA,54,"female",3
1,2,2,3,47300,25,"male",2
1,2,2,1,47300,34,"female",3
2,1,1,4,NA,54,"female",2
2,2,1,4,47300,57,"female",2
2,3,2,1,6503.75,21,"female",3
3,4,2,1,39022.5,66,"male",1
1,2,2,0,39022.5,69,"male",4
2,2,2,4,NA,50,"female",4
1,NA,2,1,31927.5,65,"female",4
1,2,1,4,NA,74,"male",2
1,1,1,3,NA,68,"male",6
